timestamp,frame_time_ms,memory_bytes,memory_mb,throughput_msg_sec,cache_hit_rate,avg_hop_count,messages_sent
0.800,14.488,0,0.00,0.00,0.0000,0.00,820
0.813,13.226,0,0.00,0.00,0.0000,0.00,833
0.826,12.113,0,0.00,0.00,0.0000,0.00,845
0.840,14.355,0,0.00,0.00,0.0000,0.00,859
0.852,12.569,0,0.00,0.00,0.0000,0.00,872
0.866,13.055,0,0.00,0.00,0.0000,0.00,885
0.879,13.147,0,0.00,0.00,0.0000,0.00,898
0.891,12.704,0,0.00,0.00,0.0000,0.00,911
0.904,12.425,0,0.00,0.00,0.0000,0.00,923
0.917,12.794,0,0.00,0.00,0.0000,0.00,936
0.931,13.956,969453568,924.54,0.00,0.0000,0.00,950
0.944,13.197,969453568,924.54,0.00,0.0000,0.00,963
0.957,13.044,969453568,924.54,0.00,0.0000,0.00,976
0.970,13.485,969453568,924.54,0.00,0.0000,0.00,990
0.983,12.715,969453568,924.54,0.00,0.0000,0.00,1002
0.998,14.678,969453568,924.54,0.00,0.0000,0.00,1017
1.010,12.098,969453568,924.54,1019.04,0.0000,0.00,1029
1.022,12.403,969453568,924.54,1019.04,0.0000,0.00,1042
1.035,12.525,969453568,924.54,1019.04,0.0000,0.00,1054
1.048,12.895,969453568,924.54,1019.04,0.0000,0.00,1067
1.060,12.206,969453568,924.54,1019.04,0.0000,0.00,1079
1.073,12.716,969453568,924.54,1019.04,0.0000,0.00,1092
1.086,13.062,969453568,924.54,1019.04,0.0000,0.00,1105
1.099,13.465,969453568,924.54,1019.04,0.0000,0.00,1119
1.113,13.959,969453568,924.54,1019.04,0.0000,0.00,1133
1.126,12.747,969453568,924.54,1019.04,0.0000,0.00,1145
1.139,13.349,969453568,924.54,1019.04,0.0000,0.00,1159
1.152,12.593,969453568,924.54,1019.04,0.0000,0.00,1171
1.165,13.344,969453568,924.54,1019.04,0.0000,0.00,1185
1.178,13.170,969453568,924.54,1019.04,0.0000,0.00,1198
1.192,13.337,969453568,924.54,1019.04,0.0000,0.00,1211
1.204,12.358,969453568,924.54,1019.04,0.0000,0.00,1223
1.218,13.762,969453568,924.54,1019.04,0.0000,0.00,1237
1.230,12.351,969453568,924.54,1019.04,0.0000,0.00,1250
1.243,13.200,969453568,924.54,1019.04,0.0000,0.00,1263
1.257,14.010,969453568,924.54,1019.04,0.0000,0.00,1277
